district,neighborhood,room,living room,area (m2),age,floor,price
Üsküdar,Küçüksu Mah.,2,1,120,35,2,22000
Beykoz,Ortaçeşme Mah.,5,1,200,16,0,30000
Bağcılar,Yıldıztepe Mah.,2,1,95,26,2,15000
Üsküdar,Sultantepe Mah.,2,1,75,35,0,26000
Gaziosmanpaşa,Kazım Karabekir Mah.,2,1,110,11,1,20000
Küçükçekmece,İstasyon Mah.,2,1,95,16,9,20000
Büyükçekmece,Dizdariye Mah.,3,1,110,8,1,17000
Ümraniye,Altınşehir Mah.,3,1,135,18,1,22000
Maltepe,Fındıklı Mah.,5,2,280,9,4,41500
Kağıthane,Seyrantepe Mah.,2,1,90,8,-2,15000
Sarıyer,Maslak Mah.,4,1,240,9,14,130000
Kağıthane,Hamidiye Mah.,2,1,85,9,-1,20000
Pendik,Fevzi Çakmak Mah.,2,1,120,0,2,34950
Bakırköy,Osmaniye Mah.,3,1,100,26,3,31500
Sarıyer,Ayazağa Mah.,4,1,243,5,20,136000
Ataşehir,İnönü Mah.,2,1,75,5,6,30000
Bahçelievler,Kocasinan Merkez Mah.,6,1,270,4,4,55000
Küçükçekmece,İnönü Mah.,2,1,175,0,6,60000
Şişli,Esentepe Mah.,2,1,95,0,2,60000
Kadıköy,19 Mayıs Mah.,3,1,130,7,5,75000
Fatih,Yedikule Mah.,2,1,90,40,2,17000
Maltepe,Altayçeşme Mah.,3,1,125,26,2,37500
Beşiktaş,Levazım Mah.,4,1,220,21,3,110000
Şişli,Fulya Mah.,1,1,135,4,21,100000
Pendik,Yenişehir Mah.,2,1,122,5,4,35000
Kağıthane,Çeliktepe Mah.,2,1,95,0,12,35000
Pendik,Esenler Mah.,3,1,135,10,3,24000
Eyüpsultan,Akşemsettin Mah.,2,1,95,4,8,35000
Bakırköy,Şenlikköy Mah.,3,1,190,10,1,120000
Kartal,Kordonboyu Mah.,4,1,225,5,21,115000
Sarıyer,Maslak Mah.,3,1,175,7,10,80000
Bakırköy,Ataköy 2-5-6. Kısım Mah.,3,1,127,26,5,40000
Kağıthane,Talatpaşa Mah.,2,1,90,21,5,26500
Beşiktaş,Arnavutköy Mah.,1,1,65,35,1,35000
Üsküdar,Mimar Sinan Mah.,1,1,50,40,-1,11000
Sarıyer,Ferahevler Mah.,2,1,115,26,5,38000
Gaziosmanpaşa,Yıldıztabya Mah.,1,1,65,2,1,20000
Esenler,Fatih Mah.,2,1,120,30,3,20000
Avcılar,Üniversite Mah.,2,1,90,30,2,14000
Ataşehir,Kayışdağı Mah.,2,1,80,16,0,14500
Gaziosmanpaşa,Kazım Karabekir Mah.,2,1,115,20,3,14000
Ataşehir,Fetih Mah.,2,1,110,26,0,25000
Esenyurt,Koza Mah.,3,1,186,5,4,30000
Beşiktaş,Dikilitaş Mah.,2,1,100,30,1,45000
Beşiktaş,Vişnezade Mah.,4,2,250,30,1,67500
Şişli,Teşvikiye Mah.,3,1,220,35,2,65000
Sarıyer,Maslak Mah.,3,1,170,10,5,85000
Kağıthane,Seyrantepe Mah.,2,1,85,15,1,23000
Ümraniye,Finanskent Mah.,1,1,120,1,2,35000
Kartal,Esentepe Mah.,2,1,78,7,3,26000
Sarıyer,Zekeriyaköy Mah.,5,2,375,26,0,200000
Beyoğlu,Şehit Muhtar Mah.,1,1,118,32,2,20000
Sarıyer,Garipçe Mah.,2,1,80,9,2,37000
Beylikdüzü,Sahil Mah.,2,1,91,1,-1,35000
Pendik,Doğu Mah.,3,1,120,30,1,25000
Zeytinburnu,Seyitnizam Mah.,3,1,165,19,3,20000
Çekmeköy,Kirazlıdere Mah.,3,0,143,0,0,115000
Eyüpsultan,Karadolap Mah.,2,1,90,5,3,30000
Kadıköy,Caddebostan Mah.,3,1,175,30,2,85000
Sarıyer,Maslak Mah.,1,1,84,7,2,55000
Fatih,Topkapı Mah.,2,1,85,40,0,17000
Kadıköy,Caferağa Mah.,4,1,260,31,3,190000
Bakırköy,Zuhuratbaba Mah.,1,1,65,31,1,19000
Kağıthane,Gültepe Mah.,1,1,65,40,0,9000
Beykoz,Kanlıca Mah.,3,1,100,30,2,35000
Şişli,Halaskargazi Mah.,2,1,100,10,3,65000
Beşiktaş,Abbasağa Mah.,2,1,75,26,2,26000
Fatih,Akşemsettin Mah.,2,1,80,15,2,23000
Ümraniye,Elmalıkent Mah.,3,1,130,26,4,22000
Şile,İsaköy Mah.,4,1,350,21,0,45000
Küçükçekmece,Kanarya Mah.,2,1,110,21,4,10500
Esenyurt,Koza Mah.,1,1,85,5,5,15000
Maltepe,Zümrütevler Mah.,2,1,80,5,0,20500
Maltepe,Küçükyalı Mah.,2,1,100,26,4,35000
Beykoz,Riva Mah.,5,1,450,11,0,110000
Beyoğlu,Örnektepe Mah.,2,1,100,0,1,30000
Kartal,Hürriyet Mah.,3,1,240,0,16,75000
Kağıthane,Hamidiye Mah.,4,1,150,15,7,30000
Tuzla,Şifa Mah.,3,1,130,16,4,24000
Kadıköy,Fikirtepe Mah.,1,1,69,4,7,36500
Beylikdüzü,Adnan Kahveci Mah.,1,1,80,5,3,21000
Beşiktaş,Türkali Mah.,2,1,95,40,4,45000
Küçükçekmece,Halkalı Merkez Mah.,4,2,220,3,5,37500
Başakşehir,Başak Mah.,2,1,87,16,5,25500
Şişli,Kuştepe Mah.,2,1,221,15,6,120000
Gaziosmanpaşa,Karadeniz Mah.,1,1,92,10,2,23000
Başakşehir,Ziya Gökalp Mah.,2,1,106,0,4,28000
Silivri,Balaban Mah.,4,1,200,0,0,52500
Pendik,Yenişehir Mah.,2,1,92,4,4,30000
Şişli,Mecidiyeköy Mah.,1,1,121,5,21,100000
Kadıköy,Göztepe Mah.,4,1,350,5,21,270000
Beylikdüzü,Büyükşehir Mah.,2,1,105,25,12,40000
Arnavutköy,Mavigöl Mah.,3,1,180,5,0,60000
Sancaktepe,Atatürk Mah.,3,1,130,14,3,26000
Kartal,Yakacık Yeni Mah.,1,1,65,3,18,30000
Gaziosmanpaşa,Karayolları Mah.,2,1,95,5,1,18000
Eyüpsultan,Düğmeciler Mah.,2,1,75,31,2,20500
Avcılar,Cihangir Mah.,2,1,95,26,2,14500
Ataşehir,Mustafa Kemal Mah.,2,1,85,28,5,22000
Kadıköy,Fenerbahçe Mah.,5,1,330,16,13,260000
Adalar,Maden Mah.,3,1,180,26,4,45000
Eyüpsultan,İslambey Mah.,2,1,160,19,3,30000
Esenyurt,Cumhuriyet Mah.,3,1,135,26,3,22500
Şişli,Halaskargazi Mah.,5,1,260,40,5,265000
Sarıyer,Poligon Mah.,4,1,180,25,0,40000
Esenyurt,Hürriyet Mah.,3,1,130,15,1,18000
Üsküdar,Ferah Mah.,2,1,100,7,1,33000
Fatih,Karagümrük Mah.,3,1,145,31,6,55000
Kağıthane,Ortabayır Mah.,3,1,120,27,3,30000
Esenyurt,Ardıçlı Mah.,2,1,100,7,0,16000
Kağıthane,Yeşilce Mah.,3,1,100,29,1,18000
Kadıköy,Zühtüpaşa Mah.,3,1,145,31,16,55000
Kadıköy,Zühtüpaşa Mah.,3,1,125,45,2,48000
Kadıköy,Kozyatağı Mah.,3,1,94,0,6,75000
Kadıköy,Bostancı Mah.,3,1,120,6,8,65000
Küçükçekmece,Kanarya Mah.,2,1,85,25,2,18000
Esenyurt,Mehmet Akif Ersoy Mah.,3,1,160,16,2,15000
Beşiktaş,Akat Mah.,3,1,204,31,1,200780
Beylikdüzü,Yakuplu Mah.,3,1,140,1,0,35000
Avcılar,Merkez Mah.,2,1,90,1,2,25000
Maltepe,Girne Mah.,2,1,110,21,3,22000
Ümraniye,Namık Kemal Mah.,1,1,65,9,0,20000
Beykoz,Kavacık Mah.,3,1,110,21,0,26000
Fatih,Seyyid Ömer Mah.,2,1,85,36,2,17000
Beyoğlu,Yenişehir Mah.,2,1,75,25,3,15000
Büyükçekmece,Kumburgaz Mah.,2,1,92,30,1,30000
Şişli,Meşrutiyet Mah.,1,1,60,31,1,30000
Fatih,Seyyid Ömer Mah.,1,1,70,35,3,15000
Büyükçekmece,Güzelce Mah.,2,1,80,8,0,20000
Eyüpsultan,Göktürk Merkez Mah.,3,1,240,12,2,120000
Kağıthane,Ortabayır Mah.,2,1,100,10,3,35000
Kağıthane,Yeşilce Mah.,2,1,85,30,3,20000
Şişli,Mecidiyeköy Mah.,2,1,190,5,21,120000
Bağcılar,Demirkapı Mah.,3,1,120,1,14,30000
Küçükçekmece,Tevfik Bey Mah.,2,1,110,30,5,15000
Beyoğlu,Kalyoncu Kulluğu Mah.,2,1,80,100,1,38000
Avcılar,Üniversite Mah.,2,1,110,1,5,30000
Avcılar,Cihangir Mah.,3,1,130,25,2,18500
Zeytinburnu,Kazlıçeşme Mah.,2,1,150,4,5,130000
Şişli,Paşa Mah.,2,1,100,20,1,23000
Ataşehir,Barbaros Mah.,3,1,135,40,4,20000
Sarıyer,Ferahevler Mah.,2,1,75,25,4,20000
Bahçelievler,Soğanlı Mah.,1,1,60,30,3,14500
Üsküdar,Burhaniye Mah.,3,1,130,26,1,27000
Beşiktaş,Cihannüma Mah.,1,1,90,23,0,23000
Büyükçekmece,Atatürk Mah.,3,1,145,11,3,25000
Kartal,Hürriyet Mah.,3,1,130,20,6,20000
Zeytinburnu,Beştelsiz Mah.,2,1,100,30,4,24900
Esenyurt,Üçevler Mah.,1,1,70,7,7,12000
Bakırköy,Şenlikköy Mah.,5,1,320,17,2,97500
Büyükçekmece,Kumburgaz Mah.,1,1,60,30,4,15000
Üsküdar,Aziz Mahmut Hüdayi Mah.,1,1,65,51,1,27000
Esenyurt,Süleymaniye Mah.,2,1,100,12,0,15000
Fatih,Haseki Sultan Mah.,1,1,60,6,4,7000
Esenler,Tuna Mah.,3,1,135,30,3,17000
Şişli,Fulya Mah.,2,1,80,40,0,18000
Başakşehir,Kayabaşı Mah.,2,1,85,11,5,22000
Eyüpsultan,Mimar Sinan Mah.,4,1,222,1,3,140000
Fatih,Sümbül Efendi Mah.,2,1,70,45,1,9500
Şişli,İnönü Mah.,2,0,100,28,-1,15000
Beykoz,Gümüşsuyu Mah.,3,1,135,21,0,30000
Sarıyer,Maslak Mah.,3,1,170,5,10,95000
Kadıköy,Bostancı Mah.,3,1,180,20,2,60000
Bahçelievler,Bahçelievler Mah.,3,1,130,31,3,30000
Eyüpsultan,Akşemsettin Mah.,2,1,110,26,4,18500
Şişli,Gülbahar Mah.,1,1,45,11,0,22000
Şişli,Halaskargazi Mah.,2,1,228,3,4,140000
Başakşehir,Kayabaşı Mah.,2,1,105,7,2,40000
Pendik,Dumlupınar Mah.,2,1,148,0,3,33000
Üsküdar,Altunizade Mah.,3,1,124,24,0,43000
Sarıyer,Kocataş Mah.,2,1,90,20,5,20000
Beşiktaş,Nisbetiye Mah.,4,1,175,0,5,200000
Başakşehir,Kayabaşı Mah.,2,1,69,12,8,16250
Başakşehir,Altınşehir Mah.,2,1,80,0,12,22000
Beşiktaş,Vişnezade Mah.,1,1,120,4,6,100000
Bakırköy,Şenlikköy Mah.,2,1,90,26,-1,20000
Üsküdar,Kısıklı Mah.,1,0,40,0,-1,24000
Küçükçekmece,Gültepe Mah.,1,1,55,4,0,15000
Sancaktepe,Fatih Mah.,2,1,110,11,4,17000
Şişli,Merkez Mah.,2,1,80,31,1,35000
Kağıthane,Harmantepe Mah.,2,1,95,15,2,20000
Avcılar,Gümüşpala Mah.,3,1,140,36,1,25000
Gaziosmanpaşa,Karadeniz Mah.,1,1,120,8,10,32000
Esenyurt,Orhan Gazi Mah.,2,1,110,8,3,25000
Avcılar,Cihangir Mah.,2,1,85,3,2,23000
Sancaktepe,Fatih Mah.,3,1,145,21,6,21000
Bakırköy,Şenlikköy Mah.,4,1,300,30,2,100000
Avcılar,Denizköşkler Mah.,3,1,150,25,3,23000
Üsküdar,Murat Reis Mah.,2,1,75,35,3,30000
Kağıthane,Ortabayır Mah.,2,1,130,25,2,25000
Sancaktepe,Fatih Mah.,4,1,130,5,1,20000
Maltepe,Altıntepe Mah.,2,1,80,26,0,26000
Beyoğlu,Sururi Mehmet Efendi Mah.,1,1,75,25,2,25000
Şişli,Fulya Mah.,2,1,80,5,5,32500
Sarıyer,Tarabya Mah.,2,11,95,30,1,23000
Kadıköy,Hasanpaşa Mah.,2,1,100,25,2,32000
Sarıyer,Ayazağa Mah.,3,1,180,5,8,120000
Beykoz,Kavacık Mah.,3,1,125,18,4,30000
Küçükçekmece,Söğütlü Çeşme Mah.,3,1,213,0,8,100000
Maltepe,Altayçeşme Mah.,2,1,105,26,1,33000
Çekmeköy,Sultançiftliği Mah.,1,1,65,10,1,18500
Ataşehir,Mevlana Mah.,3,1,105,15,3,30000
Şişli,Fulya Mah.,2,1,145,5,11,100000
Pendik,Yenişehir Mah.,3,1,129,5,9,45000
Kağıthane,Çeliktepe Mah.,2,1,85,0,0,22500
Beylikdüzü,Kavaklı Mah.,2,1,90,2,0,17500
Esenyurt,Piri Reis Mah.,1,1,85,3,7,10000
Kağıthane,Talatpaşa Mah.,2,1,85,5,3,26500
Kartal,Soğanlık Yeni Mah.,2,1,130,32,2,24000
Kağıthane,Talatpaşa Mah.,2,1,70,25,-1,22000
Esenler,Kemer Mah.,2,1,85,30,1,18000
Fatih,Seyyid Ömer Mah.,1,1,65,45,1,14000
Beykoz,Acarlar Mah.,2,1,175,0,14,80000
Esenyurt,Talatpaşa Mah.,2,1,110,15,2,14000
Beşiktaş,Ulus Mah.,3,1,176,19,3,160000
Küçükçekmece,Atakent Mah.,3,1,138,21,10,36000
Esenyurt,Piri Reis Mah.,3,1,160,2,2,14000
Kağıthane,Gürsel Mah.,2,1,85,0,2,25500
Sarıyer,Kireçburnu Mah.,3,1,120,25,2,59000
Kartal,Kordonboyu Mah.,3,1,200,5,21,125000
Bakırköy,Şenlikköy Mah.,5,2,320,29,2,90000
Küçükçekmece,Gültepe Mah.,2,1,95,26,3,19000
Şişli,Teşvikiye Mah.,1,1,35,26,2,30000
Şişli,Gülbahar Mah.,1,1,55,10,1,25000
Eyüpsultan,Göktürk Merkez Mah.,3,1,230,0,0,170000
Tuzla,Yayla Mah.,3,1,125,0,1,43000
Silivri,Yeni Mah.,1,1,55,1,5,17500
Başakşehir,Ziya Gökalp Mah.,1,1,83,5,21,29000
Başakşehir,Bahçeşehir 2. Kısım Mah.,3,1,157,25,6,47000
Esenyurt,Cumhuriyet Mah.,3,1,140,10,5,25000
Esenyurt,Turgut Özal Mah.,2,1,110,12,6,25000
Beykoz,Örnekköy Mah.,2,1,1100,4,0,200000
Ataşehir,Esatpaşa Mah.,1,1,60,30,0,12500
Sarıyer,Maslak Mah.,3,1,220,7,12,100000
Ataşehir,Küçükbakkalköy Mah.,1,1,55,18,2,32000
Pendik,Güllü Bağlar Mah.,3,1,90,25,3,19000
Esenyurt,Zafer Mah.,1,1,65,7,2,11000
Kağıthane,Gürsel Mah.,3,1,140,0,-1,25000
Beşiktaş,Gayrettepe Mah.,2,1,90,31,1,38000
Bahçelievler,Zafer Mah.,1,1,70,4,0,15500
Eyüpsultan,Karadolap Mah.,2,1,85,5,3,22000
Silivri,Yeni Mah.,3,1,120,1,5,22500
Eyüpsultan,Güzeltepe Mah.,2,1,100,10,0,20000
Beykoz,Tokatköy Mah.,1,1,50,21,0,22000
Şişli,Mecidiyeköy Mah.,2,1,75,5,-2,14500
Şişli,Teşvikiye Mah.,3,1,220,35,2,65000
Kağıthane,Hamidiye Mah.,1,1,70,4,0,17000
Sarıyer,Maslak Mah.,4,1,255,10,21,125000
Kağıthane,Seyrantepe Mah.,2,1,95,22,3,30000
Sarıyer,Maslak Mah.,3,1,185,2,2,89500
Maltepe,Aydınevler Mah.,2,1,90,11,3,27500
Başakşehir,Başakşehir Mah.,2,1,84,25,4,24000
Kadıköy,Fikirtepe Mah.,1,1,55,1,6,30000
Beyoğlu,Firuzağa Mah.,3,1,160,50,5,50000
Beyoğlu,Hacımimi Mah.,2,2,202,4,4,110000
Bakırköy,Kartaltepe Mah.,2,1,90,31,5,18000
Kartal,Cevizli Mah.,1,1,60,20,5,22500
Küçükçekmece,Cumhuriyet Mah.,2,1,75,3,11,25000
Şişli,Yayla Mah.,3,1,115,25,1,25000
Kağıthane,Sultan Selim Mah.,2,1,85,30,3,22000
Beşiktaş,Mecidiye Mah.,4,1,150,21,3,57000
Esenyurt,Mehterçeşme Mah.,2,1,100,10,2,16000
Maltepe,Bağlarbaşı Mah.,1,1,70,0,4,28000
Üsküdar,Güzeltepe Mah.,3,1,145,4,4,90000
Maltepe,Fındıklı Mah.,2,1,100,15,2,25000
Esenyurt,Yeşilkent Mah.,1,1,80,5,6,14000
Pendik,Fatih Mah.,2,1,80,5,6,25000
Beşiktaş,Etiler Mah.,1,1,70,4,0,70000
Beykoz,Acarlar Mah.,3,1,215,4,5,130000
Beyoğlu,Örnektepe Mah.,1,1,85,0,3,32000
Tuzla,Şifa Mah.,2,1,100,4,2,29000
Kartal,Hürriyet Mah.,2,1,90,12,1,33500
Esenyurt,Balıkyolu Mah.,2,1,100,2,1,12000
Gaziosmanpaşa,Karadeniz Mah.,1,1,76,10,10,29000
Küçükçekmece,Gültepe Mah.,3,2,170,15,3,31000
Fatih,Silivrikapı Mah.,1,1,65,31,1,12500
Büyükçekmece,Türkoba Mah.,9,1,850,2,0,150000
Şişli,Mecidiyeköy Mah.,1,1,121,5,21,100000
Maltepe,Küçükyalı Mah.,5,1,220,0,4,75000
Kadıköy,Fikirtepe Mah.,2,1,108,4,3,47000
Ataşehir,Atatürk Mah.,4,1,342,5,21,165000
Sarıyer,Yeniköy Mah.,3,1,180,26,0,139000
Pendik,Yenişehir Mah.,2,1,92,4,4,33000
Güngören,Abdurrahman Nafiz Gürman Mah.,3,1,115,31,0,20000
Beylikdüzü,Marmara Mah.,2,1,105,11,5,25000
Sarıyer,Maden Mah.,3,1,125,0,0,120000
Beylikdüzü,Sahil Mah.,2,1,78,1,2,38000
Adalar,Nizam Mah.,3,1,130,25,2,49000
Küçükçekmece,Halkalı Merkez Mah.,1,1,50,5,6,23000
Beyoğlu,Kılıçali Paşa Mah.,2,1,110,85,1,55000
Tuzla,Yayla Mah.,1,1,75,3,4,39500
Sarıyer,Pınar Mah.,3,1,200,13,3,170000
Büyükçekmece,Mimar Sinan Merkez Mah.,4,2,420,40,2,40000
Kağıthane,Yeşilce Mah.,3,1,100,29,1,18000
Ümraniye,Çamlık Mah.,2,1,85,20,3,23000
Esenyurt,Balıkyolu Mah.,2,1,90,11,0,10000
Kadıköy,Kozyatağı Mah.,3,1,94,0,6,75000
Silivri,Mimar Sinan Mah.,2,2,90,10,4,14000
Kadıköy,Caddebostan Mah.,4,1,210,31,4,100000
Esenler,Fatih Mah.,2,1,95,30,1,15000
Beşiktaş,Mecidiye Mah.,1,1,50,45,0,22000
Beşiktaş,Vişnezade Mah.,3,1,102,31,1,67910
Sarıyer,Kumköy Mah.,3,1,100,30,-1,35000
Şişli,Mecidiyeköy Mah.,1,1,65,35,2,30000
Kağıthane,Şirintepe Mah.,1,1,50,25,1,10000
Kağıthane,Çağlayan Mah.,2,1,75,0,7,35000
Ümraniye,Madenler Mah.,3,1,126,11,2,35000
Beyoğlu,Şahkulu Mah.,2,1,140,31,2,125000
Ümraniye,Esenşehir Mah.,1,1,110,5,0,35000
Eyüpsultan,Göktürk Merkez Mah.,4,1,250,15,0,120000
Beşiktaş,Mecidiye Mah.,2,1,75,26,3,30000
Kağıthane,Emniyet Evleri Mah.,2,1,82,25,4,15500
Beşiktaş,Gayrettepe Mah.,1,1,65,2,1,45000
Sancaktepe,Atatürk Mah.,3,1,142,11,0,41000
Sarıyer,Kumköy Mah.,2,1,120,20,0,45000
Beşiktaş,Gayrettepe Mah.,1,1,57,0,0,41000
Çekmeköy,Mimar Sinan Mah.,1,1,60,10,1,20750
Esenler,Oruçreis Mah.,2,1,80,26,5,13000
Esenyurt,Yeşilkent Mah.,2,1,110,11,2,24000
Esenyurt,Fatih Mah.,2,1,85,7,1,12000
Bağcılar,Mahmutbey Mah.,1,0,60,3,14,23500
Esenyurt,Gökevler Mah.,2,1,100,0,13,17000
Şişli,Gülbahar Mah.,2,1,105,15,2,33000
Beyoğlu,Kamer Hatun Mah.,2,1,111,25,4,22000
Ümraniye,Namık Kemal Mah.,2,1,85,26,1,22500
Üsküdar,Ferah Mah.,2,1,120,21,4,25000
Ümraniye,Yamanevler Mah.,2,1,85,20,1,18000
Beykoz,Kavacık Mah.,2,1,110,30,1,8000
Fatih,Seyyid Ömer Mah.,2,1,95,36,2,20000
Zeytinburnu,Seyitnizam Mah.,2,1,115,20,1,17000
Sancaktepe,Eyüp Sultan Mah.,3,1,135,2,2,40000
Güngören,Mareşal Çakmak Mah.,2,1,90,35,4,18000
Beşiktaş,Kültür Mah.,4,1,165,31,1,85000
Şişli,Ergenekon Mah.,3,1,190,30,1,60000
Pendik,Esenler Mah.,2,1,100,35,1,15500
Maltepe,Yalı Mah.,4,1,235,11,1,145000
Beyoğlu,Kuloğlu Mah.,2,1,85,75,1,35000
Şişli,Gülbahar Mah.,2,1,95,10,1,28000
Beykoz,Kanlıca Mah.,3,1,140,16,4,59000
Beyoğlu,Asmalı Mescit Mah.,3,1,125,50,2,50000
Kartal,Yalı Mah.,1,1,65,5,19,29500
Pendik,Fevzi Çakmak Mah.,1,1,90,0,1,25950
Fatih,Seyyid Ömer Mah.,1,1,65,45,1,13000
Fatih,Haseki Sultan Mah.,2,1,90,35,3,20000
Bakırköy,Şenlikköy Mah.,3,1,180,26,2,52500
Beykoz,Kavacık Mah.,2,1,100,5,3,11000
Küçükçekmece,Fatih Mah.,4,1,200,15,4,28000
Şişli,Cumhuriyet Mah.,1,1,75,15,-1,33000
Avcılar,Cihangir Mah.,3,1,140,10,2,25000
Şişli,Teşvikiye Mah.,1,1,45,5,2,45000
Kadıköy,Merdivenköy Mah.,3,1,150,22,1,45000
Sarıyer,Fatih Sultan Mehmet Mah.,1,1,55,25,1,12500
Beşiktaş,Akat Mah.,2,1,75,40,3,67000
Bahçelievler,Bahçelievler Mah.,3,1,120,35,4,27000
Kağıthane,Harmantepe Mah.,1,1,65,4,2,18000
Adalar,Burgazada Mah.,2,1,75,21,2,37500
Kağıthane,Sultan Selim Mah.,2,1,90,25,4,29000
Başakşehir,Kayabaşı Mah.,2,1,69,12,3,23000
Avcılar,Cihangir Mah.,2,1,70,7,0,18000
Kağıthane,Talatpaşa Mah.,3,1,125,21,3,25750
Maltepe,Çınar Mah.,1,1,80,31,3,25000
Esenyurt,Pınar Mah.,1,1,75,9,9,11000
Gaziosmanpaşa,Karayolları Mah.,2,1,114,5,4,60000
Esenyurt,Mehmet Akif Ersoy Mah.,2,1,110,3,2,20000
Gaziosmanpaşa,Karadeniz Mah.,2,1,133,9,17,41000
Şişli,Merkez Mah.,2,1,75,35,3,75000
Sancaktepe,Fatih Mah.,3,1,110,4,1,18000
Kağıthane,Seyrantepe Mah.,2,1,120,16,2,27500
Silivri,Yeni Mah.,2,1,120,12,4,35000
Beşiktaş,Abbasağa Mah.,4,1,225,2,5,80000
Zeytinburnu,Gökalp Mah.,2,1,85,26,4,25000
Avcılar,Cihangir Mah.,2,1,85,5,1,23000
Eyüpsultan,Emniyettepe Mah.,3,1,150,16,1,35000
Avcılar,Denizköşkler Mah.,3,2,220,25,4,20000
Bakırköy,Şenlikköy Mah.,4,1,200,22,2,75000
Esenyurt,Örnek Mah.,3,1,135,8,2,17000
Beşiktaş,Levent Mah.,2,1,90,1,5,50000
Büyükçekmece,Atatürk Mah.,5,2,260,25,4,17000
Kadıköy,Sahrayı Cedit Mah.,3,1,110,30,7,16000
Beyoğlu,Sururi Mehmet Efendi Mah.,1,1,75,25,2,25000
Sarıyer,Maslak Mah.,3,1,170,14,10,105000
Kadıköy,Acıbadem Mah.,2,1,110,3,3,47000
Sarıyer,Ayazağa Mah.,2,1,170,9,10,47500
Sultangazi,Zübeyde Hanım Mah.,3,1,140,20,0,15500
Sarıyer,Zekeriyaköy Mah.,2,1,120,3,2,75000
Beykoz,Kavacık Mah.,3,1,160,15,4,72000
Küçükçekmece,İnönü Mah.,2,1,132,14,6,45000
Tuzla,Mimar Sinan Mah.,3,1,120,8,5,25000
Maltepe,Altayçeşme Mah.,3,1,125,25,6,47500
Beşiktaş,Levent Mah.,3,1,150,16,4,65000
Ataşehir,Küçükbakkalköy Mah.,3,1,125,11,2,30000
Ataşehir,İnönü Mah.,3,1,120,16,3,25000
Beşiktaş,Vişnezade Mah.,1,1,90,28,2,90000
Şişli,Mecidiyeköy Mah.,1,1,125,11,6,70000
Pendik,Yenişehir Mah.,2,1,97,5,1,30000
Bahçelievler,Cumhuriyet Mah.,2,1,105,28,4,17000
Çekmeköy,Aydınlar Mah.,1,1,60,11,1,15500
Fatih,Seyyid Ömer Mah.,2,1,85,35,3,16500
Beşiktaş,Etiler Mah.,2,1,130,15,2,100000
Tuzla,Orta Mah.,2,1,80,0,1,19000
Sarıyer,Ayazağa Mah.,2,1,135,7,7,75000
Esenler,Birlik Mah.,2,1,90,7,0,21000
Beşiktaş,Türkali Mah.,2,1,75,40,-1,20000
Esenyurt,Pınar Mah.,1,1,50,8,2,11000
Başakşehir,Başakşehir Mah.,2,1,95,0,5,18000
Esenyurt,Saadetdere Mah.,2,1,86,11,4,15000
Bayrampaşa,İsmet Paşa Mah.,2,1,65,5,-2,24000
Beyoğlu,Sütlüce Mah.,2,1,107,1,-1,35000
Üsküdar,Salacak Mah.,3,1,130,8,3,65000
Zeytinburnu,Beştelsiz Mah.,2,1,100,25,2,18000
Şişli,Mecidiyeköy Mah.,4,0,85,19,1,14500
Sarıyer,Zekeriyaköy Mah.,1,1,85,26,-1,40000
Beykoz,Acarlar Mah.,5,1,450,11,0,250000
Kadıköy,Zühtüpaşa Mah.,2,1,75,10,4,75000
Küçükçekmece,Atakent Mah.,3,1,141,11,7,49000
Beyoğlu,Pürtelaş Hasan Efendi Mah.,3,1,150,31,2,60000
Beşiktaş,Muradiye Mah.,2,1,100,30,2,49000
Kağıthane,Talatpaşa Mah.,2,1,90,21,5,27500
Avcılar,Ambarlı Mah.,2,1,90,25,2,17000
Kadıköy,Osmanağa Mah.,1,1,60,25,4,36000
Şişli,Meşrutiyet Mah.,1,1,70,15,1,47500
Ümraniye,İstiklal Mah.,1,1,70,1,1,32000
Gaziosmanpaşa,Merkez Mah.,2,1,90,15,1,28000
Kağıthane,Merkez Mah.,2,1,85,12,3,24000
Sarıyer,Kireçburnu Mah.,1,1,70,25,0,16000
Pendik,Dumlupınar Mah.,3,1,126,0,-1,36000
Ataşehir,Barbaros Mah.,1,1,65,0,11,40000
Sarıyer,Maslak Mah.,1,0,55,10,9,45000
Kağıthane,Çeliktepe Mah.,2,1,85,4,11,35000
Sarıyer,Huzur Mah.,3,1,165,5,5,75000
Kağıthane,Merkez Mah.,1,1,65,12,5,17000
Ümraniye,Çamlık Mah.,2,1,102,2,3,45000
Kartal,Cevizli Mah.,3,1,100,7,1,30000
Sarıyer,Ayazağa Mah.,3,1,117,5,21,62000
Bakırköy,Yeşilköy Mah.,2,1,75,11,-1,30000
Sarıyer,Huzur Mah.,3,1,189,3,11,95000
Beşiktaş,Etiler Mah.,2,1,100,0,2,130000
Avcılar,Denizköşkler Mah.,2,1,110,35,5,13000
Ataşehir,Küçükbakkalköy Mah.,4,1,150,16,5,50000
Ümraniye,Çakmak Mah.,2,1,60,0,1,23000
Kadıköy,Suadiye Mah.,2,1,75,8,1,60000
Büyükçekmece,Fatih Mah.,3,1,140,30,2,15000
Başakşehir,Bahçeşehir 1. Kısım Mah.,2,1,95,16,0,35000
Şişli,Mecidiyeköy Mah.,1,1,60,17,0,19000
Beyoğlu,Şahkulu Mah.,2,1,60,99,5,50000
